0.8,1,400
0.0089,107.0000,72.0000,35.0000,4,2,0
0.0054,102.0000,67.0000,35.0000,4,3,0
0.0132,100.0000,74.0000,26.0000,4,3,0
0.0387,98.0000,75.0000,23.0000,4,9,0
0.0226,96.0000,69.0000,27.0000,4,11,0
0.0473,94.0000,69.0000,25.0000,4,11,0
0.0267,93.0000,74.0000,19.0000,4,13,0
0.0818,92.0000,70.0000,22.0000,4,19,0
0.9194,91.0000,76.0000,15.0000,4,211,0
2.1867,90.0000,70.0000,20.0000,4,503,0
3.1124,88.0000,72.0000,16.0000,4,719,0
3.6882,87.0000,71.0000,16.0000,4,850,0
2.7189,87.0000,71.0000,16.0000,4,1251,0
