0.8,2,400
0.1276,91.0000,48.0000,43.0000,3,1,2
0.1279,90.0000,50.0000,40.0000,3,1,238
0.1279,89.0000,48.0000,41.0000,3,1,249
0.1286,88.0000,48.0000,40.0000,3,1,784
0.1294,87.0000,48.0000,39.0000,3,1,1376
0.1294,85.0000,46.0000,39.0000,3,1,1383
0.1294,84.0000,46.0000,38.0000,3,1,1384
0.1301,83.0000,46.0000,37.0000,3,1,1937
0.1301,76.0000,39.0000,37.0000,3,1,1948
0.1302,75.0000,38.0000,37.0000,3,1,1958
0.1302,72.0000,31.0000,41.0000,3,1,1963
0.1302,70.0000,25.0000,45.0000,3,1,1979
0.1303,69.0000,25.0000,44.0000,3,1,2025
0.1306,68.0000,25.0000,43.0000,3,1,2278
0.1310,67.0000,25.0000,42.0000,3,1,2570
0.1315,66.0000,25.0000,41.0000,3,1,2913
0.1315,65.0000,25.0000,40.0000,3,1,2915
0.1325,63.0000,25.0000,38.0000,3,1,3741
0.1326,61.0000,21.0000,40.0000,3,1,3781
0.1333,60.0000,21.0000,39.0000,3,1,4277
15.1433,59.0000,23.0000,36.0000,3,14,12665972
19.7382,58.0000,26.0000,32.0000,3,18,16562103
19.7388,57.0000,26.0000,31.0000,3,18,16562494
524.3167,57.0000,26.0000,31.0000,3,419,427198907
