1,1,10
0.0362,14818.0000,14330.0000,488.0000,33,1,0
1.5972,14784.0000,14306.0000,478.0000,33,1,0
4.3462,14782.0000,14306.0000,476.0000,33,1,0
6.8671,14772.0000,14306.0000,466.0000,33,1,0
7.9590,14770.0000,14300.0000,470.0000,33,1,0
10.8692,14766.0000,14304.0000,462.0000,33,1,0
14.4147,14760.0000,14310.0000,450.0000,35,1,0
15.3681,14754.0000,14312.0000,442.0000,36,1,0
17.6487,14746.0000,14308.0000,438.0000,36,1,0
22.9478,14736.0000,14304.0000,432.0000,36,1,0
24.3248,14732.0000,14310.0000,422.0000,36,1,0
25.3890,14730.0000,14312.0000,418.0000,36,1,0
26.1536,14724.0000,14322.0000,402.0000,36,1,0
27.3302,14716.0000,14320.0000,396.0000,36,1,0
28.3246,14706.0000,14320.0000,386.0000,36,1,0
35.0838,14704.0000,14310.0000,394.0000,36,1,0
38.1903,14700.0000,14316.0000,384.0000,36,1,0
40.8750,14696.0000,14316.0000,380.0000,36,1,0
42.0484,14694.0000,14318.0000,376.0000,37,1,0
45.4275,14692.0000,14322.0000,370.0000,37,1,0
55.2172,14690.0000,14322.0000,368.0000,37,1,0
56.1191,14684.0000,14312.0000,372.0000,36,1,0
61.4809,14682.0000,14308.0000,374.0000,36,1,0
61.5940,14680.0000,14310.0000,370.0000,36,1,0
68.4105,14678.0000,14312.0000,366.0000,36,1,0
82.4367,14676.0000,14322.0000,354.0000,36,1,0
86.0880,14674.0000,14322.0000,352.0000,36,1,0
91.8193,14672.0000,14324.0000,348.0000,36,1,0
96.0910,14668.0000,14316.0000,352.0000,36,1,0
97.8833,14662.0000,14320.0000,342.0000,36,1,0
100.4558,14658.0000,14310.0000,348.0000,36,1,0
101.0352,14650.0000,14312.0000,338.0000,36,1,0
102.4000,14646.0000,14304.0000,342.0000,36,1,0
106.2168,14642.0000,14310.0000,332.0000,36,1,0
109.1950,14640.0000,14304.0000,336.0000,36,1,0
115.1569,14638.0000,14298.0000,340.0000,36,1,0
117.3225,14636.0000,14298.0000,338.0000,36,1,0
121.7135,14634.0000,14292.0000,342.0000,36,1,0
123.0689,14630.0000,14290.0000,340.0000,36,1,0
127.7761,14624.0000,14286.0000,338.0000,37,1,0
129.6869,14622.0000,14282.0000,340.0000,36,1,0
135.5325,14618.0000,14280.0000,338.0000,36,1,0
138.1036,14616.0000,14276.0000,340.0000,36,1,0
153.1164,14610.0000,14274.0000,336.0000,37,1,0
153.8433,14606.0000,14276.0000,330.0000,37,1,0
155.5180,14600.0000,14288.0000,312.0000,37,1,0
163.9980,14596.0000,14290.0000,306.0000,37,1,0
1085.3199,14594.0000,14212.0000,382.0000,35,6,0
1087.2378,14590.0000,14208.0000,382.0000,35,6,0
1088.6532,14586.0000,14208.0000,378.0000,35,6,0
1091.0523,14582.0000,14204.0000,378.0000,35,6,0
1097.8966,14578.0000,14206.0000,372.0000,35,6,0
1098.2934,14576.0000,14212.0000,364.0000,35,6,0
1098.5724,14572.0000,14204.0000,368.0000,35,6,0
1099.4099,14568.0000,14202.0000,366.0000,35,6,0
1105.3615,14566.0000,14204.0000,362.0000,35,6,0
1110.8995,14564.0000,14200.0000,364.0000,35,6,0
1117.5897,14560.0000,14188.0000,372.0000,35,6,0
1135.1850,14556.0000,14194.0000,362.0000,34,6,0
1139.4870,14554.0000,14196.0000,358.0000,34,6,0
1144.0389,14552.0000,14190.0000,362.0000,34,6,0
1041.1702,14552.0000,14190.0000,362.0000,34,11,0
